Date,Open,High,Low,Close,Adj Close,Volume
2/25/2020,103.800003,111,97.800003,98.400002,98.400002,185
2/26/2020,96,102,75.599998,90,90,332
2/27/2020,84,84,60,63,63,1328
2/28/2020,61.5,63,29.940001,41.459999,41.459999,3487
3/2/2020,30.719999,48.599998,30,48.599998,48.599998,2010
3/3/2020,54.84,54.84,32.939999,46.740002,46.740002,1350
3/4/2020,39.779999,52.5,39.779999,43.799999,43.799999,137
3/5/2020,41.82,43.860001,41.82,41.939999,41.939999,125
3/6/2020,44.82,44.82,34.200001,40.799999,40.799999,817
3/9/2020,34.200001,41.880001,34.200001,37.080002,37.080002,60
3/10/2020,37.080002,37.080002,37.080002,37.080002,37.080002,0
3/11/2020,36.360001,39,28.68,38.279999,38.279999,1207
3/12/2020,27.66,32.040001,25.32,26.700001,26.700001,683
3/13/2020,26.700001,31.92,23.4,31.799999,31.799999,702
3/16/2020,35.939999,35.939999,22.98,24,24,870
3/17/2020,31.02,31.68,23.700001,29.940001,29.940001,943
3/18/2020,28.08,28.08,19.799999,21.9,21.9,1378
3/19/2020,21,21.719999,18.360001,20.82,20.82,427
3/20/2020,23.1,28.139999,19.559999,25.5,25.5,1228
3/23/2020,32.099998,32.099998,24.959999,30,30,1283
3/24/2020,33.599998,33.599998,27.360001,30.959999,30.959999,693
3/25/2020,29.4,30.42,28.200001,28.440001,28.440001,140
3/26/2020,28.200001,30.66,23.82,24,24,683
3/27/2020,25.26,26.1,23.700001,26.1,26.1,423
3/30/2020,29.4,29.4,23.4,24.360001,24.360001,293
3/31/2020,24.6,28.200001,23.940001,24.24,24.24,1228
4/1/2020,24.48,24.9,22.08,24.9,24.9,542
4/2/2020,27.9,27.9,20.879999,22.559999,22.559999,550
4/3/2020,21.360001,23.639999,21.360001,23.639999,23.639999,563
4/6/2020,24.6,27.780001,22.799999,22.799999,22.799999,213
4/7/2020,29.16,29.16,20.4,22.5,22.5,728
4/8/2020,29.459999,29.459999,21.540001,21.6,21.6,1035
4/9/2020,26.82,29.34,24.299999,29.34,29.34,242
4/13/2020,32.34,105,27.66,36.66,36.66,39932
4/14/2020,37.799999,41.040001,25.379999,26.76,26.76,10327
4/15/2020,24.360001,28.74,24.360001,25.200001,25.200001,3033
4/16/2020,26.879999,28.98,23.52,24.9,24.9,1957
4/17/2020,28.5,28.5,23.16,25.92,25.92,1912
4/20/2020,26.4,26.4,22.139999,22.139999,22.139999,2892
4/21/2020,21.9,22.799999,18.780001,19.799999,19.799999,1818
4/22/2020,24,35.400002,19.32,21.84,21.84,2908
4/23/2020,21.959999,23.940001,18.540001,19.68,19.68,1507
4/24/2020,19.74,22.68,18.84,19.799999,19.799999,1482
4/27/2020,20.4,21,18.360001,18.6,18.6,702
4/28/2020,18.9,20.219999,17.58,17.82,17.82,873
4/29/2020,16.620001,19.799999,16.620001,18.9,18.9,1875
4/30/2020,18.120001,19.799999,17.4,18.6,18.6,877
5/1/2020,20.459999,20.459999,16.5,19.74,19.74,2963
5/4/2020,18.48,21.299999,18,19.799999,19.799999,947
5/5/2020,19.620001,21.48,18.66,18.66,18.66,1825
5/6/2020,18.24,19.26,18,18,18,668
5/7/2020,17.16,21,16.74,21,21,1805
5/8/2020,21,21,21,21,21,0
5/11/2020,21,25.08,20.4,24.6,24.6,14205
5/12/2020,27.24,30,24.24,28.860001,28.860001,11452
5/13/2020,30.059999,43.200001,29.52,43.200001,43.200001,24762
5/14/2020,45,51,40.200001,50.52,50.52,20938
5/15/2020,51,53.099998,40.5,44.099998,44.099998,9982
5/18/2020,43.619999,48,39.360001,46.799999,46.799999,9225
5/19/2020,46.919998,46.919998,33.48,36.66,36.66,8892
5/20/2020,37.560001,39.119999,28.799999,30.959999,30.959999,12188
5/21/2020,32.400002,35.700001,30,33,33,3078
5/22/2020,37.080002,37.080002,32.52,35.759998,35.759998,3127
5/26/2020,36.900002,37.32,31.92,31.92,31.92,2682
5/27/2020,32.099998,35.400002,28.379999,34.799999,34.799999,6125
5/28/2020,33.779999,35.099998,33.299999,33.779999,33.779999,3403
5/29/2020,32.880001,34.439999,30.6,32.400002,32.400002,4858
6/1/2020,29.280001,35.880001,29.280001,33.599998,33.599998,8740
6/2/2020,34.799999,34.799999,31.200001,32.759998,32.759998,2378
6/3/2020,30,39.299999,30,37.919998,37.919998,6272
6/4/2020,37.200001,42,37.02,37.98,37.98,8043
6/5/2020,36.599998,40.02,36,37.200001,37.200001,3527
6/8/2020,37.200001,39.599998,35.400002,36.959999,36.959999,1842
6/9/2020,39.060001,39.060001,33.959999,35.459999,35.459999,2845
6/10/2020,36.540001,37.139999,34.02,34.02,34.02,3518
6/11/2020,32.279999,34.860001,30.299999,31.379999,31.379999,2708
6/12/2020,32.939999,34.68,31.5,33.240002,33.240002,1708
6/15/2020,33.66,33.66,31.139999,31.98,31.98,672
6/16/2020,29.639999,32.099998,29.639999,30,30,2190
6/17/2020,32.939999,32.939999,30,30.66,30.66,937
6/18/2020,31.200001,33.599998,31.200001,33,33,1227
6/19/2020,28.799999,33.599998,28.799999,31.5,31.5,832
6/22/2020,31.200001,32.939999,31.200001,31.200001,31.200001,633
6/23/2020,31.200001,35.700001,24,27.299999,27.299999,5848
6/24/2020,31.68,31.68,21.9,30.6,30.6,2668
6/25/2020,34.080002,34.080002,27,31.74,31.74,1395
6/26/2020,31.5,33,30,31.799999,31.799999,2708
6/29/2020,33,33,30,30.6,30.6,1358
6/30/2020,29.4,32.279999,29.4,31.799999,31.799999,873
7/1/2020,29.4,35.700001,29.4,31.200001,31.200001,1475
7/2/2020,30.6,34.200001,30,30.6,30.6,603
7/6/2020,30.6,39.599998,30,37.799999,37.799999,5175
7/7/2020,33.599998,38.400002,33.599998,37.799999,37.799999,857
7/8/2020,40.02,40.02,36,36,36,432
7/9/2020,39,39,36,39,39,1050
7/10/2020,39.299999,40.02,36,37.200001,37.200001,2825
7/13/2020,39.599998,39.599998,33.240002,34.200001,34.200001,2493
7/14/2020,32.400002,36.599998,32.400002,34.5,34.5,615
7/15/2020,34.200001,39.599998,34.200001,34.799999,34.799999,1472
7/16/2020,36.599998,37.799999,35.400002,36,36,1727
7/17/2020,33.599998,36.599998,33.599998,34.200001,34.200001,1023
7/20/2020,34.200001,36,34.200001,35.400002,35.400002,975
7/21/2020,35.400002,35.400002,32.400002,34.080002,34.080002,1143
7/22/2020,34.799999,34.799999,32.400002,32.759998,32.759998,1373
7/23/2020,30.780001,35.099998,30.780001,34.200001,34.200001,685
7/24/2020,30.780001,36.599998,30.780001,36,36,2828
7/27/2020,31.799999,36,28.799999,29.4,29.4,14462
7/28/2020,28.5,31.200001,26.4,28.5,28.5,8575
7/29/2020,27.6,30.299999,27,29.16,29.16,9535
7/30/2020,31.08,31.08,28.200001,28.74,28.74,1920
7/31/2020,25.139999,30.18,25.139999,29.700001,29.700001,770
8/3/2020,27,32.759998,27,29.4,29.4,2267
8/4/2020,27.42,29.459999,26.459999,29.459999,29.459999,5153
8/5/2020,29.219999,30.059999,26.58,27.299999,27.299999,3845
8/6/2020,27.6,27.6,24.540001,26.34,26.34,1747
8/7/2020,24,25.02,22.5,23.879999,23.879999,6055
8/10/2020,23.4,28.200001,23.4,27.6,27.6,3695
8/11/2020,27.299999,28.200001,25.200001,25.68,25.68,2967
8/12/2020,24.360001,26.52,24.360001,25.200001,25.200001,1117
8/13/2020,25.468,31.200001,25.24,31.200001,31.200001,600
8/14/2020,31.52,43.400002,30.08,43.400002,43.400002,1225
8/17/2020,43.908001,45.119999,40.32,42.040001,42.040001,3800
8/18/2020,38.192001,39.32,36.279999,37.16,37.16,2325
8/19/2020,34.68,37.799999,34.68,37,37,9225
8/20/2020,37,37.32,36.360001,37.32,37.32,5475
8/21/2020,36.400002,36.599998,35,35.844002,35.844002,3925
8/24/2020,34,35.439999,33.759998,35.004002,35.004002,3350
8/25/2020,35,36.220001,34.175999,35.799999,35.799999,5200
8/26/2020,35.872002,35.959999,34.080002,34.799999,34.799999,2675
8/27/2020,35.560001,35.560001,33.599998,35.400002,35.400002,3825
8/28/2020,34.48,35.835999,34.48,35.52,35.52,2275
8/31/2020,34.040001,35.880001,34.040001,35.880001,35.880001,1450
9/1/2020,34.68,35.816002,34.68,35.264,35.264,950
9/2/2020,34.68,35.560001,34.188,35.119999,35.119999,2700
9/3/2020,34.139999,35.040001,33.360001,34.360001,34.360001,3100
9/4/2020,33.279999,33.799999,32.639999,33.787998,33.787998,725
9/8/2020,32.548,33.880001,32.548,33.799999,33.799999,1675
9/9/2020,33.279999,33.464001,32,33.200001,33.200001,3525
9/10/2020,32.939999,33.987999,32.119999,32.799999,32.799999,7750
9/11/2020,32.32,33.52,30.799999,30.903999,30.903999,3050
9/14/2020,31.072001,31.6,29.568001,29.568001,29.568001,7475
9/15/2020,29.756001,29.756001,26.348,29.48,29.48,9175
9/16/2020,27.959999,29.6,27.959999,28.648001,28.648001,4150
9/17/2020,29.360001,32.200001,27.504,31.639999,31.639999,13225
9/18/2020,33.34,35.639999,32.799999,34.439999,34.439999,21000
9/21/2020,34,35.200001,33.507999,33.720001,33.720001,4025
9/22/2020,33.720001,34.439999,32.900002,33.200001,33.200001,1875
9/23/2020,32.619999,33.360001,32.400002,32.799999,32.799999,3250
9/24/2020,32.400002,32.400002,31.299999,31.74,31.74,800
9/25/2020,32.599998,32.799999,29.48,30.664,30.664,6625
9/28/2020,30.379999,30.92,28.396,30.92,30.92,1150
9/29/2020,30.58,30.58,30,30,30,200
9/30/2020,30.4,30.76,30,30.76,30.76,2350
10/1/2020,30.76,31.6,30.120001,31.1,31.1,20150
10/2/2020,28.4,30.4,28.4,29.200001,29.200001,6725
10/5/2020,29.879999,30.6,28.440001,29.164,29.164,3600
10/6/2020,29.4,29.639999,27.24,27.4,27.4,5950
10/7/2020,29.639999,29.639999,27.639999,27.959999,27.959999,2375
10/8/2020,27.959999,28.92,27.92,28.799999,28.799999,3700
10/9/2020,30.368,31.32,30.007999,31.32,31.32,675
10/12/2020,32.400002,32.400002,31.68,32.16,32.16,800
10/13/2020,31.24,32.799999,30.959999,30.959999,30.959999,1650
10/14/2020,31,33.228001,31,33.040001,33.040001,1375
10/15/2020,31.275999,31.959999,31.275999,31.440001,31.440001,1000
10/16/2020,31.440001,32.799999,31.440001,32.599998,32.599998,1150
10/19/2020,33,33,31.440001,31.559999,31.559999,375
10/20/2020,31.52,33.52,31.52,32.088001,32.088001,2725
10/21/2020,32.799999,33.32,32.703999,33.32,33.32,425
10/22/2020,32.967999,34.372002,32.68,34.240002,34.240002,2575
10/23/2020,34.119999,36,34.119999,35.799999,35.799999,3400
10/26/2020,33.040001,35.599998,32.16,33.32,33.32,1525
10/27/2020,31.712,32.639999,31.712,31.799999,31.799999,1050
10/28/2020,30.4,30.92,28.4,29,29,4075
10/29/2020,28.4,29.704,28.4,29.6,29.6,1700
10/30/2020,28,29.684,27.968,29.684,29.684,8000
11/2/2020,27.799999,30.68,27.799999,29.6,29.6,975
11/3/2020,31.200001,31.200001,28.200001,28.620001,28.620001,925
11/4/2020,28.379999,29.804001,28.120001,29.799999,29.799999,825
11/5/2020,29.316,30,29.200001,29.4,29.4,1775
11/6/2020,29,29.959999,29,29,29,825
11/9/2020,29.5,29.5,28.440001,28.68,28.68,1425
11/10/2020,28.4,28.440001,28.280001,28.440001,28.440001,325
11/11/2020,26.639999,28.459999,26.639999,27.6,27.6,1975
11/12/2020,27.200001,28.76,27.068001,27.76,27.76,1225
11/13/2020,25.879999,27.24,25.879999,26.6,26.6,700
11/16/2020,26.6,28.200001,26.6,26.6,26.6,4825
11/17/2020,26.6,26.6,24,24.392,24.392,3825
11/18/2020,24.24,24.24,23,23,23,3125
11/19/2020,22.200001,23.16,22,22.639999,22.639999,4425
11/20/2020,20.719999,23,20.719999,22.799999,22.799999,1275
11/23/2020,23.040001,24.24,22.879999,23.08,23.08,1425
11/24/2020,24.48,27.775999,22.879999,25.200001,25.200001,16975
11/25/2020,25.24,25.6,24.6,24.636,24.636,2200
11/27/2020,26.4,27.576,26.112,27.576,27.576,1850
11/30/2020,27.684,27.799999,27,27.440001,27.440001,1500
12/1/2020,27.6,28.584,27.6,28.124001,28.124001,2350
12/2/2020,28.16,28.200001,27.200001,28,28,1375
12/3/2020,28,28,27.48,28,28,750
12/4/2020,28.040001,28.799999,26.639999,27.440001,27.440001,1900
12/7/2020,26.799999,28.136,26.743999,28,28,900
12/8/2020,28,28.056,26.24,28,28,3150
12/9/2020,28,28,26.879999,28,28,2150
12/10/2020,28,30,28,29.200001,29.200001,9500
12/11/2020,29.84,29.84,27.32,27.408001,27.408001,3000
12/14/2020,26.6,28,26,28,28,3875
12/15/2020,27.584,27.584,26.08,27.004,27.004,2100
12/16/2020,26.799999,28.42,26.799999,27.924,27.924,5650
12/17/2020,28.452,30.4,28.4,29.732,29.732,10200
12/18/2020,27.040001,29.92,27.040001,29.18,29.18,700
12/21/2020,27.200001,29.639999,27.200001,29.200001,29.200001,1475
12/22/2020,28.700001,29.247999,28.200001,29,29,3400
12/23/2020,28.719999,32,28.68,31.076,31.076,5900
12/24/2020,32.880001,34,31.360001,31.360001,31.360001,13100
12/28/2020,31.639999,34,31.6,33,33,1625
12/29/2020,33,34.040001,32.759998,33.919998,33.919998,1125
12/30/2020,32,34.16,32,32.860001,32.860001,4375
12/31/2020,32.400002,32.872002,32,32.872002,32.872002,1650
1/4/2021,32.919998,33.84,32.84,32.84,32.84,1475
1/5/2021,32.16,32.400002,29.52,30.48,30.48,12000
1/6/2021,31.952,32.307999,31.84,31.959999,31.959999,1850
1/7/2021,31.788,32.200001,31.120001,31.84,31.84,1600
1/8/2021,30.700001,33,30.700001,31.120001,31.120001,7150
1/11/2021,31.200001,31.559999,30.280001,31.200001,31.200001,5675
1/12/2021,31.360001,31.48,30,31.48,31.48,7125
1/13/2021,29.84,32.040001,29.84,31.16,31.16,2150
1/14/2021,34,34,31.24,32.080002,32.080002,17225
1/15/2021,32.360001,32.360001,31.280001,31.940001,31.940001,825
1/19/2021,32,32,30.92,31.799999,31.799999,1850
1/20/2021,33.919998,33.919998,32.68,33,33,3425
1/21/2021,33.279999,33.279999,31.836,32.119999,32.119999,625
1/22/2021,32.764,33.880001,32.764,33.52,33.52,550
1/25/2021,32.408001,32.759998,29.76,31.156,31.156,3950
1/26/2021,30.375999,31.959999,29.76,31.959999,31.959999,6450
1/27/2021,31.959999,32.099998,28.48,28.719999,28.719999,6000
1/28/2021,28.879999,30.48,28.559999,29.68,29.68,3150
1/29/2021,29.224001,29.224001,28.440001,29.011999,29.011999,1325
2/1/2021,29.743999,29.743999,28.200001,28.559999,28.559999,4200
2/2/2021,28.959999,29.799999,28.9,29.4,29.4,1375
2/3/2021,30.08,30.959999,30.08,30.639999,30.639999,1400
2/4/2021,30.92,32.599998,30.200001,32.400002,32.400002,2150
2/5/2021,32.48,33,32.240002,33,33,2675
2/8/2021,33.015999,33.015999,30.860001,31.816,31.816,8475
2/9/2021,31.120001,32.200001,30.639999,31,31,2475
2/10/2021,30.379999,32.360001,30.063999,31.84,31.84,3700
2/11/2021,34,34,31.68,32.599998,32.599998,3725
2/12/2021,32.400002,33.080002,32.287998,33.080002,33.080002,3125
2/16/2021,32.619999,33.400002,31.52,33,33,3600
2/17/2021,33.119999,33.119999,32.360001,32.400002,32.400002,3275
2/18/2021,33.119999,33.119999,32.400002,32.624001,32.624001,500
2/19/2021,33,47,32.599998,42.599998,42.599998,24550
2/22/2021,46.68,46.68,38.987999,40.119999,40.119999,7325
2/23/2021,38.119999,39.400002,36.040001,38.799999,38.799999,4050
2/24/2021,39,39.919998,38.439999,39.919998,39.919998,925
2/25/2021,42,46,41.32,44.959999,44.959999,15400
2/26/2021,44.799999,45.919998,42,42.639999,42.639999,4100
3/1/2021,46.84,46.84,42.924,44.240002,44.240002,2100
3/2/2021,43.580002,44.279999,42.919998,42.919998,42.919998,925
3/3/2021,44,44.279999,40.004002,42.400002,42.400002,3850
3/4/2021,42,42,39.240002,40.007999,40.007999,6100
3/5/2021,39.48,39.48,36.32,38.799999,38.799999,5150
3/8/2021,39.400002,39.400002,36,37.959999,37.959999,2175
3/9/2021,39.080002,39.080002,37.639999,38.16,38.16,875
3/10/2021,38.32,39.200001,38.16,38.16,38.16,1950
3/11/2021,38.200001,40.200001,38.200001,39.080002,39.080002,1375
3/12/2021,39.080002,40,39.080002,39.639999,39.639999,1000
3/15/2021,38.512001,40.080002,38.512001,39.599998,39.599998,1975
3/16/2021,39.571999,40.16,39.48,39.560001,39.560001,2725
3/17/2021,41.720001,41.720001,39.619999,40.119999,40.119999,2350
3/18/2021,39.880001,39.880001,39.080002,39.400002,39.400002,1050
3/19/2021,40.84,41.535999,39.200001,41.535999,41.535999,850
3/22/2021,44,44,40.16,41.035999,41.035999,1600
3/23/2021,43.880001,43.880001,39.360001,39.360001,39.360001,825
3/24/2021,39.66,39.66,35.279999,37.360001,37.360001,8025
3/25/2021,38.16,39.599998,37.400002,39.599998,39.599998,2525
3/26/2021,41.279999,42.919998,41.279999,41.919998,41.919998,2900
3/29/2021,42.84,42.84,42.84,42.84,42.84,100
3/30/2021,42.84,42.84,41.439999,42.439999,42.439999,1975
3/31/2021,42.400002,44.071999,42.400002,43.16,43.16,1825
4/1/2021,42.799999,45.720001,42.799999,45.400002,45.400002,1450
4/5/2021,46.720001,46.720001,43,44.720001,44.720001,4900
4/6/2021,43.080002,44.220001,42.119999,42.84,42.84,8850
4/7/2021,43,43,41.52,42.759998,42.759998,150
4/8/2021,41.16,41.16,38.48,40.080002,40.080002,5000
4/9/2021,39.639999,42.279999,39.639999,40.099998,40.099998,150
4/12/2021,40,40.84,38.599998,40.400002,40.400002,5375
4/13/2021,40.400002,40.400002,40.400002,40.400002,40.400002,0
4/14/2021,39.84,39.959999,39.080002,39.959999,39.959999,5125
4/15/2021,38.959999,39.599998,38.32,39.108002,39.108002,325
4/16/2021,39.040001,39.040001,37.799999,38,38,1475
4/19/2021,38.599998,38.599998,34.959999,35.380001,35.380001,4925
4/20/2021,34.599998,36,32.68,34.720001,34.720001,14750
4/21/2021,35.959999,36.040001,34.172001,34.400002,34.400002,4000
4/22/2021,34.400002,35.200001,33.759998,34.599998,34.599998,4975
4/23/2021,33.759998,36.919998,32.32,36.919998,36.919998,6975
4/26/2021,35.352001,38.256001,34.560001,38.256001,38.256001,8050
4/27/2021,37.32,41.835999,37.048,40,40,15500
4/28/2021,40.279999,40.279999,38.972,40.279999,40.279999,6700
4/29/2021,40.240002,40.439999,38.448002,40.439999,40.439999,8475
4/30/2021,39.919998,40.720001,39.919998,40.716,40.716,4425
5/3/2021,41.32,41.32,39.599998,40.080002,40.080002,1550
5/4/2021,38.032001,38.560001,36.639999,37.200001,37.200001,2300
5/5/2021,37.360001,37.360001,35.619999,37.16,37.16,2400
5/6/2021,36.279999,36.560001,35.040001,35.040001,35.040001,3475
5/7/2021,35,35.919998,34.040001,34.68,34.68,9275
5/10/2021,34.040001,37.279999,33.439999,34.880001,34.880001,6550
5/11/2021,34.880001,34.880001,33.200001,33.360001,33.360001,2925
5/12/2021,33.040001,33.48,32.48,32.52,32.52,3400
5/13/2021,32.599998,32.959999,32,32.799999,32.799999,725
5/14/2021,33.98,34.240002,32.84,32.84,32.84,5775
5/17/2021,32.759998,32.759998,32.132,32.259998,32.259998,1175
5/18/2021,32.5,32.5,31,31.959999,31.959999,5350
5/19/2021,32.32,32.439999,31.24,31.92,31.92,2225
5/20/2021,31.16,31.879999,31.16,31.6,31.6,2625
5/21/2021,32.200001,32.200001,32,32,32,550
5/24/2021,32.599998,32.599998,32.599998,32.599998,32.599998,25
5/25/2021,32.48,32.48,31.559999,32.040001,32.040001,1750
5/26/2021,31.559999,33.16,30.896,32.880001,32.880001,7000
5/27/2021,32.880001,32.880001,31.983999,32.5,32.5,2525
5/28/2021,32.799999,37.240002,32.444,36.487999,36.487999,3475
6/1/2021,36.48,36.48,33.639999,33.919998,33.919998,3900
6/2/2021,33.68,34.919998,33,34.812,34.812,3400
6/3/2021,34.360001,34.560001,33.84,34.360001,34.360001,6500
6/4/2021,34.380001,36.439999,33.799999,35.68,35.68,15975
6/7/2021,37.599998,45.919998,37.599998,45.919998,45.919998,44325
6/8/2021,46.400002,46.799999,41.720001,45.439999,45.439999,29825
6/9/2021,46.200001,49.119999,44.040001,46.84,46.84,27150
6/10/2021,46.259998,51,44.896,48.240002,48.240002,34225
6/11/2021,50,50.200001,48.84,49.360001,49.360001,20500
6/14/2021,50.48,50.48,48.080002,48.799999,48.799999,18300
6/15/2021,50.34,50.34,46.200001,46.799999,46.799999,13425
6/16/2021,48.360001,50.560001,46.240002,49.639999,49.639999,83975
6/17/2021,51.84,51.84,40.860001,41.84,41.84,68925
6/18/2021,41.84,41.84,34.080002,36,36,70925
6/21/2021,36.959999,38.68,36.599998,37.52,37.52,13650
6/22/2021,39.560001,45.599998,37.580002,43.240002,43.240002,92125
6/23/2021,45.599998,46.84,44.240002,45.880001,45.880001,77550
6/24/2021,46.040001,50.400002,44.560001,48.84,48.84,99425
6/25/2021,50.880001,53.599998,48.16,52.599998,52.599998,440625
6/28/2021,52.599998,52.799999,50.240002,51.48,51.48,127175
6/29/2021,51.639999,53.599998,48.119999,48.959999,48.959999,199750
6/30/2021,48.48,50.919998,46.400002,47.240002,47.240002,112725
7/1/2021,47.720001,50.16,44.48,48,48,128800
7/2/2021,48.400002,49.799999,45.52,48.439999,48.439999,114650
7/6/2021,48.200001,48.652,45.200001,46.959999,46.959999,94600
7/7/2021,47.439999,47.439999,43.040001,44.400002,44.400002,480575
7/8/2021,50.400002,50.948002,42.200001,44.16,44.16,791800
7/9/2021,45.16,45.560001,42.52,42.959999,42.959999,284850
7/12/2021,42,42.34,38.400002,39.48,39.48,192900
7/13/2021,38.959999,39.32,35.080002,35.799999,35.799999,243850
7/14/2021,35.599998,35.919998,30.48,31.76,31.76,290525
7/15/2021,31.4,32.799999,28.08,29.040001,29.040001,208050
7/16/2021,29.639999,31.200001,28,28.76,28.76,179550
7/19/2021,27.92,30.16,27.48,28.360001,28.360001,156050
7/20/2021,28.6,30.76,28.6,30,30,87400
7/21/2021,30.200001,30.6,28.856001,29,29,77875
7/22/2021,29.4,30,28.288,28.76,28.76,60400
7/23/2021,28.799999,28.944,26.360001,26.6,26.6,109275
7/26/2021,27,28.639999,25.492001,25.84,25.84,82950
7/27/2021,25.52,26.436001,24.68,25.4,25.4,42775
7/28/2021,25.92,26.799999,24.84,26.52,26.52,53100
7/29/2021,26.76,26.76,24.48,25,25,81525
7/30/2021,24.52,25.200001,24.16,24.559999,24.559999,43700
8/2/2021,24.799999,25.200001,24.280001,25.040001,25.040001,29500
8/3/2021,25.16,25.360001,23.799999,24.040001,24.040001,51100
8/4/2021,24.24,24.4,22.6,23,23,75100
8/5/2021,23.4,25.76,23.280001,24.08,24.08,91450
8/6/2021,23.879999,27.280001,23.440001,26.6,26.6,64275
8/9/2021,27,28.32,26.280001,27.559999,27.559999,59000
8/10/2021,28.040001,28.040001,25.120001,25.48,25.48,22550
8/11/2021,25.280001,25.280001,23.200001,24.879999,24.879999,35900
8/12/2021,24.559999,25.16,23.200001,25.16,25.16,45250
8/13/2021,24.959999,25.6,24.048,25.440001,25.440001,19775
8/16/2021,25.200001,25.68,23.280001,23.559999,23.559999,15350
8/17/2021,23.719999,24.719999,20.84,24.040001,24.040001,53925
8/18/2021,24.200001,24.284,22.42,23.360001,23.360001,14750
8/19/2021,23.120001,24.16,22.200001,24.16,24.16,16050
8/20/2021,24.02,24.375999,23.559999,23.959999,23.959999,18600
8/23/2021,24.040001,24.931999,23,24.639999,24.639999,17525
8/24/2021,24.799999,25.32,24.200001,25.011999,25.011999,13325
8/25/2021,25,27,24.604,26.719999,26.719999,22500
8/26/2021,26.84,27.24,24.84,25.76,25.76,27675
8/27/2021,26,27.120001,25.24,26.639999,26.639999,37125
8/30/2021,27,29.440001,26.040001,27.68,27.68,77075
8/31/2021,27.6,27.68,25.559999,26.440001,26.440001,100475
9/1/2021,26.799999,28,25.6,26.120001,26.120001,62475
9/2/2021,26.4,26.959999,24.84,25.4,25.4,55475
9/3/2021,25.68,26.84,24.040001,25,25,70550
9/7/2021,25,26.32,24.563999,25.280001,25.280001,48000
9/8/2021,25.200001,25.92,24.68,24.879999,24.879999,42675
9/9/2021,25.040001,25.92,24.336,24.799999,24.799999,49450
9/10/2021,24.52,25.188,24.08,24.639999,24.639999,30275
9/13/2021,24.719999,25.351999,24.08,24.52,24.52,19650
9/14/2021,24.639999,24.639999,21.799999,22,22,76275
9/15/2021,22.4,23.16,21.32,22.76,22.76,19725
9/16/2021,22.440001,23.08,22,22.280001,22.280001,8025
9/17/2021,22.200001,23,21.280001,22.4,22.4,15550
9/20/2021,22,22.108,20.120001,20.92,20.92,53400
9/21/2021,20.879999,23.959999,20.52,22.4,22.4,316850
9/22/2021,22.280001,23.316,20.6,21,21,67400
9/23/2021,21,21.48,20.4,20.48,20.48,46775
9/24/2021,20.4,20.643999,18.799999,18.84,18.84,85225
9/27/2021,19.700001,19.76,17.08,17.360001,17.360001,155050
9/28/2021,17.24,17.4,16.200001,16.559999,16.559999,59200
9/29/2021,16.559999,16.9,15.12,15.56,15.56,100050
9/30/2021,15.72,16.799999,15.28,16.16,16.16,41775
10/1/2021,16.16,16.68,15.28,16.32,16.32,42200
10/4/2021,16.6,17.879999,15.38,17.040001,17.040001,71625
10/5/2021,17.280001,18.84,16.4,18.799999,18.799999,187850
10/6/2021,18.32,18.42,16.92,17.76,17.76,38250
10/7/2021,17.879999,17.916,17.280001,17.4,17.4,25525
10/8/2021,17.32,18.48,16.48,18.280001,18.280001,33100
10/11/2021,18.16,18.719999,17.280001,18.32,18.32,7025
10/12/2021,18.08,19.120001,17.799999,18.84,18.84,24200
10/13/2021,19.040001,19.16,17.76,17.879999,17.879999,12025
10/14/2021,18.200001,18.200001,16.76,17.48,17.48,23025
10/15/2021,17.48,17.48,16.52,16.959999,16.959999,14200
10/18/2021,16.719999,17.440001,16.4,16.52,16.52,6200
10/19/2021,16.468,18.639999,16.468,17.959999,17.959999,12200
10/20/2021,17.719999,18.879999,17.48,18.120001,18.120001,6550
10/21/2021,18.120001,18.280001,15.64,16.360001,16.360001,35700
10/22/2021,17.16,17.24,15.84,15.84,15.84,9925
10/25/2021,16.799999,16.799999,15.16,15.28,15.28,21250
10/26/2021,15.56,16.1,15.4,15.92,15.92,13675
10/27/2021,15.88,16.34,14.6,15.28,15.28,25550
10/28/2021,14.76,17,14.76,16.24,16.24,26750
10/29/2021,16.280001,16.280001,15.24,16.08,16.08,7775
11/1/2021,16.16,16.719999,15.64,16.120001,16.120001,7875
11/2/2021,16.040001,16.120001,15.6,16.08,16.08,13350
11/3/2021,16.040001,16.18,15.16,15.6,15.6,11125
11/4/2021,15.56,15.68,15,15.16,15.16,27400
11/5/2021,15.2,15.336,14.676,15.04,15.04,24925
11/8/2021,15.4,16,14.88,16,16,17225
11/9/2021,15.92,16,15.2,15.56,15.56,9625
11/10/2021,15.56,15.6,14,14.48,14.48,22850
11/11/2021,14.52,14.72,14.08,14.72,14.72,12475
11/12/2021,14.96,15.24,13.8,14.48,14.48,25200
11/15/2021,14.56,14.96,13.8,14.12,14.12,12250
11/16/2021,13.76,13.884,12.98,13.28,13.28,34775
11/17/2021,13.4,13.84,12.8,13.04,13.04,17800
11/18/2021,12.92,13.48,12.2,12.4,12.4,12450
11/19/2021,12.56,12.64,12.2,12.36,12.36,8350
11/22/2021,12.6,12.6,12,12.48,12.48,15750
11/23/2021,12.6,13.84,11.6,12.72,12.72,703675
11/24/2021,15.16,17.200001,13.8,15.24,15.24,5093850
11/26/2021,13.88,14.12,12.4,13.56,13.56,289350
